"id","sitlab","ecivil","edadboda","hermanos","hijos","edad","mesnaz","zodiaco","educ","titestud","titpadre","titmadre","sexo","raza","ingfam91","ingper91","región","dimhabit","tamaño","partido","voto92","tendpol","penacap","leyarmas","legdroga","relig","vida","hijosidl","píldora","educsex","cachete","eutan","periódic","horastv","banda","country","counwest","blues","musical","clásica","folk","jazz","opera","rap","hvymetal","deportes","museos","telenov","telenoti","espectv","ciencias","amantes","frecsex","casaprop","indsocec","cohorte","ingreso4","titestu2","edadcat4","política","región4","casado2","clasica3","jazz3","rap3","blues3"
"98",101,"Temporalmete desempleado","Soltero",NA,3,"0",27,"Marzo","Piscis",11,"Elemental",NA,"Medio","Mujer","Blanca","$4000-4999","$4000-4999","Nor-Este central","Suburbio, Ciudad grande",67,"Simpatizante Demócrata","No ha votado","Ligeramente liberal","A Favor","A Favor",NA,"Protestante","Excitante","2","En Desacuerdo","A Favor","Completamente en Desacuerdo","Sí","Menos de una vez a la semana",5,"Me gusta","Me gusta a ratos","Me disgusta","Me gusta","Me gusta a ratos","Me disgusta","Me disgusta","Me gusta a ratos","Me disgusta","No me gusta","Me gusta mucho","No","No","Varios días al mes","Varios días al mes","Varios días a la semana","Completamente cierto","1 Compañero","Una vez a la semana","Otro","30,8",1966,"24,999 o menos","Sin Bachillerato","18-29","Tendencia liberal","Centro Oeste","No","Me disgusta","Me gusta a ratos","Me disgusta","Me gusta"
"99",102,"A tiempo completo","Casado",20,2,"2",45,"Noviembre","Escorpio",15,"Medio","Elemental","Medio","Hombre","Blanca","$60000-74999","$60000-74999","Atlántico central","Ciudad > 250000",7072,"Simpatizante Demócrata","Ha votado","Moderado","A Favor","A Favor",NA,"Protestante","Excitante","2","De Acuerdo","A Favor","En Desacuerdo","Sí","Diariamente",1,"Me gusta","Me gusta","Me gusta a ratos","Me gusta","Me gusta a ratos","No me gusta","Me gusta a ratos","Me gusta","No me gusta","No me gusta","No me gusta","Sí","Sí","Varios días a la semana","Varios días a la semana","Raramente","Probablemente cierto","3 Compañeros","2-3 veces al mes","En alquiler","63,5",1948,"60,000 o más","Sin Bachillerato","40-49","Moderado","Nor-Este","Sí","Me disgusta","Me gusta","Me disgusta","Me gusta"
"100",103,"A tiempo completo","Casado",24,2,"0",27,"Septiembre","Virgo",16,"Diploma universitario","Medio","Medio","Hombre","Blanca","$35000-39999","$25000-29999","Nor-Este central","Suburbio, Ciudad grande",67,"Demócrata Militante","Ha votado","Liberal","En Contra","A Favor",NA,"Protestante","Excitante","3","Completamenete de Acuerdo","A Favor","En Desacuerdo","No","Varios días a la semana",1,"Me gusta a ratos","No me gusta","No me gusta","Me gusta","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta","No me gusta","Me disgusta","Sí","No","Raramente","Varios días a la semana","Nunca","Completamente cierto","1 Compañero","2-3 veces a la semana","En alquiler","97,2",1966,"25,000 - 39,999","Bachiller","18-29","Liberal","Centro Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"101",105,"A tiempo completo","Soltero",NA,2,"0",28,"Julio","Cáncer",13,"Medio","Medio","Medio","Hombre","Blanca","$30000-34999","$30000-34999","Nor-Este central","Suburbio, Ciudad grande",67,"Simpatizante Republicano","Ha votado","Liberal","A Favor",NA,"A Favor","Ninguna",NA,"2","De Acuerdo","A Favor","De Acuerdo","Sí","Varios días a la semana",4,"Me gusta","No me gusta","No me gusta","Me gusta mucho","No me gusta","Me gusta mucho","Me gusta","Me gusta mucho","No me gusta","Me gusta a ratos","Me gusta mucho","Sí","No","Varios días a la semana","Diariamente","Varios días a la semana","Completamente cierto","1 Compañero","Una vez a la semana","En alquiler","62",1965,"25,000 - 39,999","Sin Bachillerato","18-29","Liberal","Centro Oeste","No","Me gusta","Me gusta","Me gusta a ratos","Me gusta"
"102",106,"Temporalmete desempleado","Casado",20,7,"5",52,"Mayo","Tauro",14,"Medio","Medio","Medio","Hombre","Blanca","$75000+","$40000-49999","Nor-Este central","Cinturón, Ciudad grande",4,"Simpatizante Republicano","Ha votado","Ligeramente conservador","A Favor",NA,"En Contra","Protestante",NA,"2","De Acuerdo","A Favor","En Desacuerdo","No","Diariamente",1,"Me gusta","Me gusta a ratos","Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","Me gusta a ratos","No me gusta","No me gusta","Sí","No","Varios días al mes","Diariamente","Diariamente","Probablemente cierto","1 Compañero","2-3 veces a la semana","Casa propia","78",1941,"60,000 o más","Sin Bachillerato","50+","Tendencia conservadora","Centro Oeste","Sí","Me gusta a ratos","Me gusta","Me disgusta","Me gusta"
"103",107,"Retirado","Casado",25,9,"5",69,"Febrero","Acuario",7,"Elemental","Elemental","Elemental","Hombre","Blanca","$22500-24999","$10000-12499","Nor-Este central","Cinturón, Ciudad grande",4,"Simpatizante Republicano","Ha votado","Ligeramente conservador","A Favor",NA,"En Contra","Protestante",NA,"2","En Desacuerdo","En Contra","De Acuerdo","No","Una vez a la semana",6,"Me gusta mucho","Me gusta mucho","Me disgusta","Me disgusta","Me gusta","Me gusta","Me gusta mucho","Me disgusta","Me disgusta","Me disgusta","Me disgusta","No","No","Diariamente","Diariamente","Varios días a la semana",NA,NA,NA,"Casa propia","29,2",1924,"24,999 o menos","Sin Bachillerato","50+","Tendencia conservadora","Centro Oeste","Sí","Me gusta","Me disgusta","Me disgusta","Me disgusta"
"104",108,"A tiempo completo","Casado",27,5,"0",43,"Noviembre","Escorpio",12,"Medio","Elemental","Elemental","Hombre","Blanca","$60000-74999","$40000-49999","Nor-Este central","Cinturón, Ciudad grande",4,"Otro Partido","Ha votado","Moderado","A Favor","En Contra","A Favor","Otra","Rutinaria",NA,NA,NA,NA,NA,NA,3,"Me gusta a ratos","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta a ratos","Sí","No","Varios días a la semana","Diariamente","Varios días a la semana","Probablemente cierto","1 Compañero","2-3 veces al mes",NA,"32,7",1950,"60,000 o más","Sin Bachillerato","40-49","Moderado","Centro Oeste","Sí","Me gusta","Me gusta","Me gusta a ratos","Me gusta"
"105",109,"A tiempo completo","Casado",24,1,"0",28,"Marzo","Piscis",16,"Diploma universitario","Medio","Elemental","Hombre","Blanca","$50000-59999","$25000-29999","Nor-Este central","Cinturón, Ciudad grande",4,"Republicano Militante","Ha votado","Conservador","A Favor",NA,"En Contra","Católico","Rutinaria",NA,NA,NA,NA,NA,NA,1,"Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","No me gusta","No","Sí","Raramente","Diariamente","Raramente","Probablemente cierto",NA,NA,NA,"50,7",1965,"40,000 - 59,999","Bachiller","18-29","Conservador","Centro Oeste","Sí","Me gusta","Me gusta","Me gusta a ratos","Me gusta"
"106",110,"A tiempo parcial","Casado",18,4,"2",52,"Octubre","Libra",14,"Bachillerato","Elemental","Elemental","Mujer","Blanca","$40000-49999","Menos de $1000","Nor-Este central","Cinturón, Ciudad grande",4,"Demócrata Militante","Ha votado","Moderado","A Favor","A Favor",NA,"Católico","Aburrida","Tantos como se quiera","Completamenete de Acuerdo","A Favor","Completamente en Desacuerdo","Sí","Una vez a la semana",6,"Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta mucho","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me disgusta","No","Sí","Varios días a la semana","Nunca","Varios días a la semana","Probablemente cierto","1 Compañero",NA,"Casa propia","67",1941,"40,000 - 59,999","Sin Bachillerato","50+","Moderado","Centro Oeste","Sí","Me gusta a ratos","Me gusta a ratos","Me disgusta","Me gusta a ratos"
"107",112,"A tiempo parcial","Casado",20,3,"3",37,"Febrero","Acuario",17,"Diploma universitario","Elemental","Medio","Mujer","Blanca","$60000-74999","$35000-39999","Nor-Este central","Cinturón, Ciudad grande",4,"Simpatizante Republicano","Ha votado","Conservador","A Favor",NA,"En Contra","Católico",NA,"2","En Desacuerdo","A Favor","En Desacuerdo","Sí","Diariamente",4,"Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","Me gusta","No me gusta","No me gusta","Sí","No","Varios días al mes","Diariamente","Varios días a la semana",NA,"1 Compañero","Una vez al mes","Casa propia","73,2",1956,"60,000 o más","Bachiller","30-39","Conservador","Centro Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"108",113,"A tiempo parcial","Casado",19,4,"2",36,"Septiembre","Virgo",12,"Medio","Medio","Diploma universitario","Mujer","Blanca","Rehusa","Rehusa","Nor-Este central","Cinturón, Ciudad grande",4,"Simpatizante Demócrata","Ha votado","Moderado",NA,NA,"En Contra","Protestante",NA,"3","Completamenete de Acuerdo","A Favor","Completamenete de Acuerdo","No","Una vez a la semana",2,"No me gusta","Me gusta a ratos","Me gusta mucho",NA,"Me gusta",NA,"Me gusta","No me gusta",NA,"Me disgusta","Me disgusta","Sí","No","Diariamente","Raramente","Raramente","Completamente falso","1 Compañero","2-3 veces al mes","Casa propia","21,2",1957,"60,000 o más","Sin Bachillerato","30-39","Moderado","Centro Oeste","Sí",NA,"Me disgusta","Me disgusta",NA
"109",114,"A tiempo completo","Casado",19,6,"0",24,"Enero","Acuario",12,"Medio","Medio",NA,"Mujer","Blanca","$35000-39999","$12500-14999","Nor-Este central","Cinturón, Ciudad grande",4,"Simpatizante Demócrata","Ha votado","Moderado","A Favor","A Favor",NA,"Ninguna","Rutinaria","2","Completamente en Desacuerdo","A Favor","Completamente en Desacuerdo","Sí","Una vez a la semana",2,"No me gusta","No me gusta","Me gusta","Me gusta","No me gusta","No me gusta","No me gusta","No me gusta","No me gusta","No me gusta","No me gusta","Sí","No","Varios días a la semana","Diariamente","Varios días a la semana","Completamente cierto","1 Compañero","4+ veces a la semana","En alquiler","36,5",1969,"25,000 - 39,999","Sin Bachillerato","18-29","Moderado","Centro Oeste","Sí","Me disgusta","Me disgusta","Me disgusta","Me gusta"
"110",115,"A tiempo completo","Casado",37,2,"2",51,"Febrero","Piscis",19,"Licenciado","Diploma universitario","Diploma universitario","Hombre","Blanca","$75000+","$75000+","Pacífico","Cinturón, Ciudad grande",15,"Simpatizante Demócrata","Ha votado","Liberal","En Contra","A Favor","A Favor","Ninguna","Excitante",NA,NA,NA,NA,NA,NA,1,"Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta a ratos","Sí","Sí","Varios días al mes","Varios días a la semana","Varios días a la semana","Probablemente cierto","1 Compañero","2-3 veces al mes",NA,"92,3",1942,"60,000 o más","Bachiller","50+","Liberal","Oeste","Sí","Me gusta","Me gusta","Me gusta a ratos","Me gusta"
"111",116,"A tiempo completo","Casado",20,8,"3",57,"Abril","Aries",17,"Diploma universitario","Medio","Medio","Hombre","Blanca","$75000+","$75000+","Pacífico","Cinturón, Ciudad grande",15,"Independiente","Ha votado","Liberal","En Contra","A Favor",NA,"Protestante","Excitante",NA,"De Acuerdo","A Favor","En Desacuerdo","Sí","Diariamente",1,"Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta mucho","Me gusta","Me gusta a ratos","Me gusta","Me gusta a ratos","No me gusta","Sí","Sí","Varios días al mes","Diariamente","Varios días a la semana","Completamente cierto","1 Compañero","Una vez a la semana","Casa propia","86,7",1936,"60,000 o más","Bachiller","50+","Liberal","Oeste","Sí","Me gusta","Me gusta a ratos","Me gusta a ratos","Me gusta"
"112",117,"A tiempo completo","Casado",34,3,"3",72,"Abril","Tauro",16,"Diploma universitario","Medio","Medio","Hombre","Blanca","$75000+","$75000+","Pacífico","Cinturón, Ciudad grande",15,"Demócrata","Ha votado","Liberal","En Contra",NA,"A Favor","Católico",NA,"3","En Desacuerdo","A Favor","De Acuerdo","Sí","Diariamente",2,"Me gusta a ratos","No me gusta","No me gusta","Me gusta","Me gusta a ratos","Me gusta a ratos","No me gusta","No me gusta","Me gusta a ratos","Me disgusta","Me disgusta","Sí","No","Varios días a la semana","Varios días a la semana","Raramente","Probablemente cierto","1 Compañero","Una vez a la semana","Casa propia","66,1",1921,"60,000 o más","Bachiller","50+","Liberal","Oeste","Sí","Me gusta a ratos","Me disgusta","Me disgusta","Me gusta"
"113",118,"A tiempo parcial","Casado",28,1,"3",45,"Julio","Cáncer",18,"Licenciado","Medio","Medio","Mujer","Blanca","$75000+","$8000-9999","Pacífico","Cinturón, Ciudad grande",15,"Independiente","Ha votado","Ligeramente liberal","A Favor",NA,"En Contra","Católico",NA,"2","De Acuerdo","A Favor","En Desacuerdo","Sí","Diariamente",1,"Me gusta mucho","Me gusta","Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta","Me gusta","Me gusta","No me gusta","Me gusta","Sí","Sí","Varios días al mes","Diariamente","Varios días al mes","Completamente cierto","1 Compañero","2-3 veces a la semana","Casa propia","35,4",1948,"60,000 o más","Bachiller","40-49","Tendencia liberal","Oeste","Sí","Me gusta","Me gusta","Me disgusta","Me gusta"
"114",119,"A tiempo completo","Casado",25,2,"2",32,"Junio","Cáncer",18,"Licenciado","Medio","Bachillerato","Hombre","Blanca","$75000+","$60000-74999","Pacífico","Cinturón, Ciudad grande",15,"Simpatizante Republicano","Ha votado","Ligeramente conservador","A Favor","A Favor","En Contra","Católico","Excitante",NA,NA,NA,NA,NA,NA,1,"Me gusta","Me gusta a ratos","Me gusta mucho","Me gusta","Me gusta","Me gusta","Me gusta a ratos","Me gusta","Me gusta a ratos","Me gusta","No me gusta","Sí","Sí","Varios días al mes","Varios días a la semana","Varios días a la semana","Completamente cierto","1 Compañero","Una vez a la semana",NA,"63,5",1961,"60,000 o más","Bachiller","30-39","Tendencia conservadora","Oeste","Sí","Me gusta","Me gusta","Me gusta","Me gusta"
"115",121,"Ama de casa","Viudo",17,10,"1",63,"Septiembre","Libra",9,"Medio","Elemental","Elemental","Mujer","Negra","$6000-6999",NA,"Pacífico","Ciudad > 250000",339,"Demócrata Militante","Ha votado","Decididamente conservador","En Contra","A Favor",NA,"Protestante","Excitante","4","Completamenete de Acuerdo","A Favor","En Desacuerdo","No","Una vez a la semana",16,"Me gusta mucho","Me gusta a ratos","Me disgusta",NA,"No me gusta","Me gusta","Me gusta a ratos","No me gusta","Me gusta mucho","Me gusta a ratos","Me gusta","No","No","Diariamente","Diariamente","Diariamente",NA,"1 Compañero","Una vez al mes","En alquiler","25,4",1930,"24,999 o menos","Sin Bachillerato","50+","Conservador","Oeste","No","Me gusta","Me disgusta","Me gusta a ratos",NA
"116",122,"A tiempo completo","Soltero",NA,5,"0",50,"Octubre","Libra",15,"Bachillerato","Elemental",NA,"Hombre","Negra","$30000-34999","$30000-34999","Pacífico","Ciudad > 250000",339,"Demócrata Militante","Ha votado","Decididamente liberal","En Contra",NA,"En Contra","Protestante",NA,"2","De Acuerdo","A Favor","De Acuerdo","No","Diariamente",1,"Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta","Me gusta mucho","Me gusta","Me gusta","Me gusta","No","No","Varios días a la semana","Diariamente","Diariamente",NA,NA,NA,"En alquiler","33,1",1943,"25,000 - 39,999","Sin Bachillerato","50+","Liberal","Oeste","No","Me gusta","Me gusta","Me gusta","Me gusta"
"117",123,"Retirado","Viudo",19,1,"2",71,"Octubre","Libra",7,"Elemental","Elemental",NA,"Mujer","Negra","$7000-7999",NA,"Pacífico","Ciudad > 250000",339,"Demócrata Militante","Ha votado",NA,"En Contra","A Favor",NA,"Protestante","Rutinaria","4","Completamenete de Acuerdo","A Favor","Completamenete de Acuerdo","No","Nunca",4,"Me gusta mucho",NA,"Me gusta","Me gusta mucho","Me gusta","Me gusta a ratos",NA,"Me gusta mucho","No me gusta","No me gusta",NA,"No","No","Diariamente","Nunca","Varios días a la semana",NA,"Ninguno","Ninguna","En alquiler","22,5",1922,"24,999 o menos","Sin Bachillerato","50+",NA,"Oeste","No","Me gusta a ratos","Me gusta","Me disgusta","Me gusta"
"118",124,"Desempleado, despedido","Viudo",30,11,"1",59,"Febrero","Acuario",16,"Medio","Elemental","Elemental","Hombre","Otra","$10000-12499","$10000-12499","Pacífico","Ciudad > 250000",339,"Demócrata Militante","Ha votado","Liberal","A Favor",NA,NA,"Ninguna",NA,"3","Completamenete de Acuerdo","A Favor","En Desacuerdo","Sí","Diariamente",3,"Me gusta mucho","Me gusta a ratos","Me gusta a ratos","No me gusta","Me gusta mucho","Me gusta mucho","Me gusta","Me gusta mucho","Me gusta mucho","Me disgusta","Me disgusta","No","Sí","Varios días a la semana","Diariamente","Diariamente","Completamente cierto","1 Compañero","2-3 veces al mes","En alquiler","60,5",1934,"24,999 o menos","Sin Bachillerato","50+","Liberal","Oeste","No","Me gusta","Me gusta","Me disgusta","Me disgusta"
"119",125,"Estudiante","Soltero",NA,3,"0",30,"Agosto","Leo",16,"Diploma universitario","Diploma universitario","Medio","Hombre","Blanca","$60000-74999",NA,"Atlántico meridional","Suburbio, Ciudad grande",44,"Republicano Militante","No elegible","Moderado","A Favor","A Favor","En Contra","Otra","Rutinaria",NA,NA,NA,NA,NA,NA,3,"Me gusta mucho","Me gusta a ratos","Me gusta mucho","Me disgusta",NA,"Me gusta mucho","Me gusta","Me gusta","Me gusta","Me disgusta","Me gusta a ratos","Sí","Sí","Diariamente","Diariamente","Varios días a la semana","Completamente cierto","Ninguno","Una o dos veces",NA,NA,1963,"60,000 o más","Bachiller","30-39","Moderado","Sur","No","Me gusta","Me gusta","Me disgusta","Me disgusta"
"120",126,"Ama de casa","Casado",26,3,"2",37,"Abril","Tauro",12,"Medio","Elemental","Elemental","Mujer","Blanca","$25000-29999","$1000-2999","Atlántico meridional","Suburbio, Ciudad grande",44,"Demócrata","No ha votado","Moderado","A Favor",NA,"En Contra","Protestante",NA,"2","Completamente en Desacuerdo","A Favor","De Acuerdo","Sí","Varios días a la semana",8,NA,NA,"Me gusta mucho","Me disgusta","Me gusta","No me gusta","Me gusta a ratos","No me gusta","No me gusta","No me gusta","Me disgusta","No","Sí","Diariamente","Varios días al mes","Diariamente","Probablemente cierto","1 Compañero","2-3 veces a la semana","En alquiler","36,5",1956,"25,000 - 39,999","Sin Bachillerato","30-39","Moderado","Sur","Sí","Me disgusta","Me disgusta","Me disgusta","Me disgusta"
"121",127,"A tiempo parcial","Casado",18,19,"Ocho o más",54,"Mayo","Tauro",8,"Elemental","Elemental","Elemental","Mujer","Blanca","$8000-9999","Menos de $1000","Atlántico meridional","Suburbio, Ciudad grande",44,"Independiente","No ha votado","Ligeramente conservador",NA,"A Favor",NA,"Protestante","Aburrida","2","En Desacuerdo","En Contra","De Acuerdo","No","Nunca",7,"No me gusta","Me gusta mucho","Me gusta mucho","No me gusta","No me gusta","Me disgusta","No me gusta","No me gusta","Me disgusta","Me disgusta","Me disgusta","No","No","Diariamente","Raramente",NA,"Completamente falso","1 Compañero","Una vez al mes","Casa propia","29,1",1939,"24,999 o menos","Sin Bachillerato","50+","Tendencia conservadora","Sur","Sí","Me disgusta","Me disgusta","Me disgusta","Me disgusta"
"122",128,"A tiempo completo","Casado",18,0,"2",43,"Noviembre","Escorpio",6,"Elemental",NA,NA,"Hombre","Blanca","$40000-49999","$22500-24999","Atlántico meridional","Suburbio, Ciudad grande",44,"Republicano","No ha votado","Ligeramente conservador","A Favor","A Favor","En Contra","Protestante","Excitante",NA,NA,NA,NA,NA,NA,1,"Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta mucho","Me gusta a ratos","Me gusta a ratos","Me gusta mucho","Me gusta mucho","No me gusta","Me disgusta","Me gusta mucho","No","No","Raramente","Diariamente","Nunca","Probablemente cierto","1 Compañero","2-3 veces a la semana",NA,"31,5",1950,"40,000 - 59,999","Sin Bachillerato","40-49","Tendencia conservadora","Sur","Sí","Me gusta a ratos","Me gusta","Me disgusta","Me gusta"
